Date,GP,HP,NB,LR,Other,Spec_1,Spec_2,Spec_3,Repl,Kit,Total
1/29/2014,0,114.0274859,2.140058252,76.63570864,20.5532634,90.82641142,0,0,0,100,404.1829276
1/30/2014,0,114.0274859,2.140058252,80.56346998,20.5532634,90.82641142,0,0,0,100,408.110689
1/31/2014,0,114.0274859,2.140058252,80.56346998,20.5532634,90.82641142,0,0,0,100,408.110689
2/1/2014,0,114.0274859,2.140058252,80.56346998,20.5532634,90.82641142,0,0,0,100,408.110689
2/2/2014,0,114.0274859,2.140058252,93.23075123,20.5532634,90.82641142,0,0,0,100,420.7779702
2/3/2014,0,114.0274859,2.140058252,93.23075123,20.5532634,90.82641142,0,0,0,100,420.7779702
2/4/2014,0,114.0274859,2.140058252,93.23075123,20.5532634,90.82641142,0,0,0,100,420.7779702
2/5/2014,0,114.0274859,2.140058252,93.23075123,20.5532634,90.82641142,0,0,0,100,420.7779702
2/6/2014,0,114.0274859,2.140058252,93.23075123,20.5532634,90.82641142,0,0,0,100,420.7779702
2/7/2014,0,114.0274859,2.140058252,93.23075123,20.5532634,90.82641142,0,0,0,100,420.7779702
2/8/2014,0,114.0274859,2.140058252,93.23075123,20.5532634,90.82641142,0,0,0,100,420.7779702
2/9/2014,0,114.0274859,2.140058252,93.23075123,20.5532634,90.82641142,0,0,0,100,420.7779702
2/10/2014,0,114.0274859,2.140058252,93.23075123,20.5532634,90.82641142,0,0,0,100,420.7779702
2/11/2014,0,114.0274859,2.140058252,93.23075123,20.5532634,90.82641142,0,0,0,100,420.7779702
2/12/2014,0,114.0274859,2.140058252,93.23075123,20.5532634,90.82641142,0,0,0,100,420.7779702
2/13/2014,0,120.9197745,2.140058252,94.40011083,20.5532634,90.82641142,0,0,0,100,428.8396184
2/14/2014,0,120.9197745,2.140058252,94.40011083,20.5532634,90.82641142,0,0,0,100,428.8396184
2/15/2014,0,120.9197745,2.140058252,94.40011083,20.5532634,90.82641142,0,0,0,100,428.8396184
2/16/2014,0,123.3531013,2.140058252,98.01087394,20.5532634,92.77940059,0,0,0,100,436.8366975
2/17/2014,0,123.3531013,2.140058252,98.74896978,20.5532634,92.77940059,0,0,0,100,437.5747933
2/18/2014,0,123.3531013,2.140058252,98.74896978,20.5532634,92.77940059,0,0,0,100,437.5747933
2/19/2014,0,123.3531013,2.140058252,98.74896978,20.5532634,92.77940059,0,0,0,100,437.5747933
2/20/2014,0,123.3531013,2.140058252,98.74896978,20.5532634,92.77940059,0,0,0,100,437.5747933
2/21/2014,0,123.3531013,2.140058252,98.74896978,20.5532634,92.77940059,0,0,0,100,437.5747933
2/22/2014,0,123.3531013,2.140058252,98.74896978,20.5532634,92.77940059,0,0,0,100,437.5747933
2/23/2014,0,123.3531013,2.782075728,99.79011619,20.5532634,94.51267849,0,0,0,100,440.9912351
2/24/2014,0,123.3531013,2.782075728,99.79011619,20.5532634,94.51267849,0,0,0,100,440.9912351
2/25/2014,0,123.3531013,2.782075728,99.79011619,20.5532634,94.51267849,0,0,0,100,440.9912351
2/26/2014,0,123.3531013,2.782075728,101.3806447,20.5532634,94.51267849,0,0,0,100,442.5817636
2/27/2014,0,123.3531013,2.782075728,101.3806447,20.5532634,94.51267849,0,0,0,100,442.5817636
2/28/2014,0,123.3531013,2.782075728,101.3806447,20.5532634,94.51267849,0,0,0,100,442.5817636
3/1/2014,0,123.3531013,2.782075728,101.3806447,20.5532634,94.51267849,0,0,0,100,442.5817636
3/2/2014,0,123.3531013,2.782075728,101.3806447,20.5532634,94.51267849,0,0,0,100,442.5817636
3/3/2014,0,123.3531013,2.782075728,101.3806447,20.5532634,94.51267849,0,0,0,100,442.5817636
3/4/2014,0,123.3531013,2.782075728,101.3806447,20.5532634,94.51267849,0,0,0,100,442.5817636
3/5/2014,0,123.3531013,2.782075728,101.3806447,20.5532634,94.51267849,0,0,0,100,442.5817636
3/6/2014,0,123.3531013,2.782075728,101.3806447,20.5532634,94.51267849,0,0,0,100,442.5817636
3/7/2014,0,123.3531013,2.782075728,101.3806447,20.5532634,94.51267849,0,0,0,100,442.5817636
3/8/2014,0,123.3531013,2.782075728,101.3806447,20.5532634,94.51267849,0,0,0,100,442.5817636
3/9/2014,0,131.6984786,6.279037916,102.1372851,20.5532634,94.51267849,0,0,0,100,455.1807434
3/10/2014,0,131.6984786,6.279037916,102.1372851,20.5532634,94.51267849,0,0,0,100,455.1807434
3/11/2014,0,132.4802927,10.6832778,102.1372851,20.5532634,96.92760642,0,0,0,100,462.7817253
3/12/2014,0,132.4802927,10.6832778,102.1372851,20.5532634,96.92760642,0,0,0,100,462.7817253
3/13/2014,0,132.4802927,10.6832778,102.1372851,20.5532634,96.92760642,0,0,0,100,462.7817253
3/14/2014,0,132.4802927,10.6832778,102.1372851,20.5532634,96.92760642,0,0,0,100,462.7817253
3/15/2014,0,132.4802927,10.6832778,102.1372851,20.5532634,96.92760642,0,0,0,100,462.7817253
3/16/2014,0,132.4802927,10.6832778,102.1372851,20.5532634,96.92760642,0,0,0,100,462.7817253
3/17/2014,0,132.4802927,10.6832778,102.1372851,20.5532634,96.92760642,0,0,0,100,462.7817253
3/18/2014,0,132.4802927,10.6832778,102.1372851,20.5532634,96.92760642,0,0,0,100,462.7817253
3/19/2014,0,132.4802927,10.6832778,102.1372851,20.5532634,96.92760642,0,0,0,100,462.7817253
3/20/2014,0,132.7765599,11.00428654,104.6012259,20.5532634,97.0740806,0,0,0,100,466.0094164
3/21/2014,0,132.7765599,11.00428654,104.6012259,20.5532634,97.0740806,0,0,0,100,466.0094164
3/22/2014,0,132.7765599,11.00428654,104.6012259,20.5532634,97.0740806,0,0,0,100,466.0094164
3/23/2014,0,132.7765599,11.00428654,104.6012259,20.5532634,97.0740806,0,0,0,100,466.0094164
3/24/2014,0,132.7765599,11.00428654,104.6012259,20.5532634,97.0740806,0,0,0,100,466.0094164
3/25/2014,0,132.7765599,11.00428654,107.2019041,20.5532634,97.0740806,0,0,0,100,468.6100946
3/26/2014,0,132.7765599,11.00428654,107.2019041,20.5532634,97.0740806,0,0,0,100,468.6100946
3/27/2014,0,132.7765599,11.00428654,107.2019041,20.5532634,97.0740806,0,0,0,100,468.6100946
3/28/2014,0,132.7765599,11.00428654,107.2019041,20.5532634,97.0740806,0,0,0,100,468.6100946
3/29/2014,0,132.7765599,11.00428654,107.2019041,20.5532634,97.0740806,0,0,0,100,468.6100946
3/30/2014,0,132.7765599,11.00428654,107.2019041,20.5532634,97.0740806,0,0,0,100,468.6100946
3/31/2014,0,132.7765599,11.00428654,107.2019041,20.5532634,97.0740806,0,0,0,100,468.6100946
4/1/2014,0,132.7765599,11.00428654,107.2019041,20.5532634,97.0740806,0,0,0,100,468.6100946
4/2/2014,0,132.7765599,11.00428654,109.6621473,20.5532634,97.0740806,0,0,0,100,471.0703378
4/3/2014,0,132.7765599,11.00428654,109.6621473,20.5532634,97.0740806,0,0,0,100,471.0703378
4/4/2014,0,132.7765599,11.00428654,109.6621473,20.5532634,97.0740806,0,0,0,100,471.0703378
4/5/2014,0,132.7765599,11.00428654,109.6621473,20.5532634,97.0740806,0,0,0,100,471.0703378
4/6/2014,0,133.0728272,11.43229819,111.1097223,20.5532634,97.5623279,0,0,0,100,473.730439
4/7/2014,0,133.0728272,11.43229819,111.2604242,20.5532634,97.5623279,0,0,0,100,473.8811409
4/8/2014,0,133.0728272,11.43229819,111.2604242,20.5532634,97.5623279,0,0,0,100,473.8811409
4/9/2014,5.362377736,134.5114869,11.43229819,111.2604242,20.5532634,97.5623279,0,0,0,100,480.6821783
4/10/2014,5.362377736,137.2550154,11.43229819,111.2604242,20.5532634,97.5623279,0,0,0,100,483.4257068
4/11/2014,5.362377736,137.2550154,11.43229819,111.2604242,20.5532634,97.5623279,0,0,0,100,483.4257068
4/12/2014,5.362377736,137.2550154,11.43229819,111.2604242,20.5532634,97.5623279,0,0,0,100,483.4257068
4/13/2014,5.362377736,137.2550154,11.43229819,111.2604242,20.5532634,97.5623279,0,0,0,100,483.4257068
4/14/2014,5.362377736,137.2550154,11.43229819,111.2604242,20.5532634,97.5623279,0,0,0,100,483.4257068
4/15/2014,5.362377736,137.2550154,11.43229819,111.2604242,20.5532634,97.5623279,0,0,0,100,483.4257068
4/16/2014,5.362377736,137.2550154,11.43229819,111.2604242,20.5532634,97.5623279,0,0,0,100,483.4257068
4/17/2014,5.362377736,137.2550154,11.43229819,111.2604242,20.5532634,97.5623279,0,0,0,100,483.4257068
4/18/2014,5.362377736,137.2550154,11.43229819,111.2604242,20.5532634,97.5623279,0,0,0,100,483.4257068
4/19/2014,5.362377736,137.2550154,11.43229819,111.2604242,20.5532634,97.5623279,0,0,0,100,483.4257068
4/20/2014,5.362377736,137.2550154,11.43229819,111.2604242,20.5532634,97.5623279,0,0,0,100,483.4257068
4/21/2014,5.362377736,137.2550154,11.43229819,111.2604242,20.5532634,97.5623279,0,0,0,100,483.4257068
4/22/2014,5.362377736,137.2550154,11.43229819,111.2604242,20.5532634,97.5623279,0,0,0,100,483.4257068
4/23/2014,5.362377736,137.2550154,11.43229819,116.6102463,20.5532634,97.5623279,0,0,0,100,488.7755289
4/24/2014,5.362377736,137.2550154,11.43229819,116.6102463,20.5532634,97.5623279,0,0,0,100,488.7755289
4/25/2014,5.362377736,137.2550154,11.43229819,116.6102463,20.5532634,97.5623279,0,0,0,100,488.7755289
4/26/2014,5.362377736,137.2550154,11.43229819,116.6102463,20.5532634,97.5623279,0,0,0,100,488.7755289
4/27/2014,5.362377736,139.7859263,11.43229819,118.0403327,20.5532634,97.5623279,0,0,0,100,492.7365262
4/28/2014,5.362377736,139.7859263,11.43229819,119.358361,20.5532634,97.5623279,0,0,0,100,494.0545545
4/29/2014,5.362377736,139.7859263,11.43229819,119.358361,20.5532634,97.5623279,0,0,0,100,494.0545545
4/30/2014,5.362377736,139.7859263,11.43229819,119.358361,20.5532634,97.5623279,0,0,0,100,494.0545545
5/1/2014,5.362377736,139.7859263,11.43229819,119.358361,20.5532634,97.5623279,0,0,0,100,494.0545545
5/2/2014,5.362377736,139.7859263,11.43229819,119.358361,20.5532634,97.5623279,0,0,0,100,494.0545545
5/3/2014,5.362377736,139.7859263,11.43229819,119.358361,20.5532634,97.5623279,0,0,0,100,494.0545545
5/4/2014,5.362377736,139.7859263,11.43229819,119.358361,20.5532634,97.5623279,0,0,0,100,494.0545545
5/5/2014,5.362377736,139.7859263,11.43229819,119.358361,20.5532634,97.5623279,0,0,0,100,494.0545545
5/6/2014,5.362377736,139.7859263,11.43229819,119.358361,20.5532634,97.5623279,0,0,0,100,494.0545545
5/7/2014,5.362377736,139.7859263,11.43229819,119.358361,20.5532634,97.5623279,0,0,0,100,494.0545545
5/8/2014,5.362377736,139.7859263,11.43229819,119.358361,20.5532634,97.5623279,0,0,0,100,494.0545545
5/9/2014,5.362377736,139.7859263,11.43229819,119.358361,20.5532634,97.5623279,0,0,0,100,494.0545545
5/10/2014,5.362377736,139.7859263,11.43229819,119.358361,20.5532634,97.5623279,0,0,0,100,494.0545545
5/11/2014,5.362377736,139.7859263,11.43229819,119.358361,20.5532634,97.5623279,0,0,0,100,494.0545545
5/12/2014,5.362377736,139.7859263,11.43229819,119.358361,20.5532634,97.5623279,0,0,0,100,494.0545545
5/13/2014,5.362377736,141.3328697,11.43229819,126.1391065,20.5532634,97.5623279,0,0,0,104.9960085,507.3782519
5/14/2014,5.362377736,141.3328697,11.43229819,126.1391065,20.5532634,97.5623279,0,0,0,104.9960085,507.3782519
5/15/2014,5.362377736,141.3328697,11.43229819,126.1391065,20.5532634,97.5623279,0,0,0,104.9960085,507.3782519
5/16/2014,5.362377736,141.3328697,11.43229819,126.1391065,20.5532634,97.5623279,0,0,0,104.9960085,507.3782519
5/17/2014,5.362377736,141.3328697,11.43229819,126.1391065,20.5532634,97.5623279,0,0,0,104.9960085,507.3782519
5/18/2014,5.362377736,141.3328697,11.43229819,126.1391065,20.5532634,97.5623279,0,0,0,104.9960085,507.3782519
5/19/2014,5.362377736,141.3328697,11.43229819,126.1391065,20.5532634,97.5623279,0,0,0,104.9960085,507.3782519
5/20/2014,5.362377736,141.3328697,11.43229819,126.1391065,20.5532634,97.5623279,0,0,0,104.9960085,507.3782519
5/21/2014,5.362377736,141.3328697,11.43229819,126.1391065,20.5532634,97.5623279,0,0,0,104.9960085,507.3782519
5/22/2014,5.362377736,141.3328697,11.43229819,126.1391065,20.5532634,97.5623279,0,0,0,104.9960085,507.3782519
5/23/2014,5.362377736,141.3328697,11.43229819,126.1391065,20.5532634,97.5623279,0,0,0,104.9960085,507.3782519
5/24/2014,5.362377736,141.3328697,11.43229819,126.1391065,20.5532634,97.5623279,0,0,0,104.9960085,507.3782519
5/25/2014,5.362377736,141.3328697,11.43229819,127.531554,20.5532634,97.5623279,0,0,0,104.9960085,508.7706993
5/26/2014,5.362377736,141.3328697,11.43229819,127.531554,20.5532634,97.5623279,0,0,0,104.9960085,508.7706993
5/27/2014,5.362377736,141.3328697,11.43229819,127.531554,20.5532634,97.5623279,0,0,0,104.9960085,508.7706993
5/28/2014,7.128578995,142.0874678,11.43229819,128.9639672,120.5532634,97.74324236,0,0,0,104.9960085,612.9048265
5/29/2014,7.128578995,142.0874678,11.43229819,128.9639672,120.5532634,97.74324236,0,0,0,104.9960085,612.9048265
5/30/2014,7.128578995,142.0874678,11.43229819,128.9639672,120.5532634,97.74324236,0,0,0,104.9960085,612.9048265
5/31/2014,7.128578995,142.0874678,11.43229819,128.9639672,120.5532634,97.74324236,0,0,0,104.9960085,612.9048265
6/1/2014,7.128578995,142.0874678,11.43229819,128.9639672,120.5532634,97.74324236,0,0,0,104.9960085,612.9048265
6/2/2014,7.128578995,142.0874678,11.43229819,128.9639672,120.5532634,97.74324236,0,0,0,104.9960085,612.9048265
6/3/2014,7.128578995,142.0874678,11.43229819,130.5457303,120.5532634,97.74324236,0,0,0,104.9960085,614.4865896
6/4/2014,7.128578995,142.0874678,11.43229819,132.2935932,120.5532634,97.74324236,0,0,0,104.9960085,616.2344525
6/5/2014,7.128578995,142.0874678,11.43229819,132.2935932,120.5532634,97.74324236,0,0,0,104.9960085,616.2344525
6/6/2014,7.128578995,142.0874678,11.43229819,132.2935932,120.5532634,97.74324236,0,0,0,104.9960085,616.2344525
6/7/2014,7.128578995,142.0874678,11.43229819,132.2935932,120.5532634,97.74324236,0,0,0,104.9960085,616.2344525
6/8/2014,7.128578995,142.0874678,11.43229819,132.2935932,120.5532634,97.74324236,0,0,0,104.9960085,616.2344525
6/9/2014,7.128578995,142.0874678,11.43229819,132.2935932,120.5532634,97.74324236,0,0,0,104.9960085,616.2344525
6/10/2014,7.128578995,142.0874678,11.43229819,132.2935932,120.5532634,97.74324236,0,0,0,104.9960085,616.2344525
6/11/2014,7.128578995,142.0874678,11.43229819,132.2935932,120.5532634,97.74324236,0,0,0,104.9960085,616.2344525
6/12/2014,7.128578995,142.0874678,11.43229819,132.2935932,120.5532634,97.74324236,0,0,0,104.9960085,616.2344525
6/13/2014,7.128578995,142.0874678,11.43229819,132.2935932,120.5532634,97.74324236,0,0,0,104.9960085,616.2344525
6/14/2014,7.128578995,142.0874678,11.43229819,132.2935932,120.5532634,97.74324236,0,0,0,104.9960085,616.2344525
6/15/2014,7.128578995,142.0874678,11.43229819,132.2935932,120.5532634,97.74324236,0,0,0,104.9960085,616.2344525
6/16/2014,7.128578995,142.0874678,11.43229819,132.2935932,120.5532634,97.74324236,0,0,0,104.9960085,616.2344525
6/17/2014,7.128578995,142.0874678,11.43229819,132.2935932,120.5532634,97.74324236,0,0,0,104.9960085,616.2344525
6/18/2014,7.128578995,142.0874678,11.43229819,132.2935932,120.5532634,97.74324236,0,0,0,104.9960085,616.2344525
6/19/2014,7.128578995,142.0874678,11.43229819,132.2935932,120.5532634,97.74324236,0,0,0,104.9960085,616.2344525
6/20/2014,7.128578995,142.0874678,11.43229819,132.2935932,120.5532634,97.74324236,0,0,0,104.9960085,616.2344525
6/21/2014,7.128578995,142.0874678,11.43229819,132.2935932,120.5532634,97.74324236,0,0,0,104.9960085,616.2344525
6/22/2014,7.128578995,142.0874678,11.43229819,132.2935932,120.5532634,97.74324236,0,0,0,104.9960085,616.2344525
6/23/2014,7.128578995,142.0874678,11.43229819,132.2935932,120.5532634,97.74324236,0,0,0,104.9960085,616.2344525
6/24/2014,7.128578995,142.0874678,11.43229819,132.2935932,120.5532634,97.74324236,0,0,0,104.9960085,616.2344525
6/25/2014,7.128578995,142.0874678,11.43229819,132.2935932,120.5532634,97.74324236,0,0,0,104.9960085,616.2344525
6/26/2014,7.128578995,142.0874678,11.43229819,132.2935932,120.5532634,97.74324236,0,0,0,104.9960085,616.2344525
6/27/2014,7.128578995,142.0874678,11.43229819,132.2935932,120.5532634,97.74324236,0,0,0,104.9960085,616.2344525
6/28/2014,7.128578995,142.0874678,11.43229819,132.2935932,120.5532634,97.74324236,0,0,0,104.9960085,616.2344525
6/29/2014,7.128578995,142.0874678,11.43229819,133.4719216,120.5532634,97.74324236,0,0,0,104.9960085,617.4127809
6/30/2014,7.128578995,142.0874678,11.43229819,133.4719216,120.5532634,97.74324236,0,0,0,104.9960085,617.4127809
7/1/2014,7.128578995,142.0874678,11.43229819,133.4719216,120.5532634,97.74324236,0,0,0,104.9960085,617.4127809
7/2/2014,7.128578995,142.0874678,11.43229819,133.4719216,120.5532634,97.74324236,0,0,0,104.9960085,617.4127809
7/3/2014,7.128578995,142.0874678,11.43229819,133.4719216,120.5532634,97.74324236,0,0,0,104.9960085,617.4127809
7/4/2014,7.128578995,142.0874678,11.43229819,133.4719216,120.5532634,97.74324236,0,0,0,104.9960085,617.4127809
7/5/2014,7.128578995,142.0874678,11.43229819,133.4719216,120.5532634,97.74324236,0,0,0,104.9960085,617.4127809
7/6/2014,7.128578995,142.0874678,11.43229819,133.4719216,120.5532634,97.74324236,0,0,0,104.9960085,617.4127809
7/7/2014,7.128578995,142.0874678,11.43229819,133.4719216,120.5532634,97.74324236,0,0,0,104.9960085,617.4127809
7/8/2014,7.128578995,142.0874678,11.43229819,133.4719216,120.5532634,97.74324236,0,0,0,104.9960085,617.4127809
7/9/2014,7.128578995,142.0874678,11.43229819,133.4719216,120.5532634,97.74324236,0,0,0,104.9960085,617.4127809
7/10/2014,7.128578995,142.0874678,11.43229819,133.4719216,120.5532634,97.74324236,0,0,0,104.9960085,617.4127809
7/11/2014,7.128578995,142.0874678,11.43229819,133.4719216,120.5532634,97.74324236,0,0,0,104.9960085,617.4127809
7/12/2014,7.128578995,142.0874678,11.43229819,133.4719216,120.5532634,97.74324236,0,0,0,104.9960085,617.4127809
7/13/2014,7.128578995,142.0874678,11.43229819,133.4719216,120.5532634,97.74324236,0,0,0,104.9960085,617.4127809
7/14/2014,7.128578995,152.6607511,11.43229819,133.4719216,120.5532634,97.74324236,0,0,0,104.9960085,627.9860641
7/15/2014,7.128578995,152.6607511,11.43229819,133.4719216,120.5532634,97.74324236,0,0,0,104.9960085,627.9860641
7/16/2014,7.128578995,152.6607511,11.43229819,133.4719216,120.5532634,97.74324236,0,100,0,104.9960085,727.9860641
7/17/2014,7.128578995,152.6607511,11.43229819,133.4719216,120.5532634,97.74324236,0,100,0,104.9960085,727.9860641
7/18/2014,7.128578995,152.6607511,11.43229819,133.4719216,120.5532634,97.74324236,0,100,0,104.9960085,727.9860641
7/19/2014,7.128578995,152.6607511,11.43229819,133.4719216,120.5532634,97.74324236,0,100,0,104.9960085,727.9860641
7/20/2014,7.128578995,171.2984912,38.4312731,133.4719216,120.5532634,100.5411591,0,100,0,104.9960085,776.4206959
7/21/2014,7.128578995,171.2984912,38.4312731,133.4719216,120.5532634,100.5411591,0,100,0,104.9960085,776.4206959
7/22/2014,7.128578995,171.2984912,38.4312731,133.4719216,120.5532634,100.5411591,0,100,0,104.9960085,776.4206959
7/23/2014,7.128578995,171.2984912,38.4312731,133.4719216,120.5532634,100.5411591,0,100,0,104.9960085,776.4206959
7/24/2014,7.128578995,171.2984912,38.4312731,133.4719216,120.5532634,100.5411591,0,100,0,104.9960085,776.4206959
7/25/2014,7.128578995,171.2984912,38.4312731,133.4719216,120.5532634,100.5411591,0,100,0,104.9960085,776.4206959
7/26/2014,7.128578995,171.2984912,38.4312731,133.4719216,120.5532634,100.5411591,0,100,0,104.9960085,776.4206959
7/27/2014,7.128578995,171.2984912,38.4312731,133.6975943,120.5532634,100.5411591,0,100,0,104.9960085,776.6463686
7/28/2014,7.128578995,177.0914571,45.92147698,137.1592931,120.5532634,102.0828872,0,100,0,104.9960085,794.9329653
7/29/2014,7.128578995,177.0914571,45.92147698,137.1592931,120.5532634,102.0828872,0,100,0,104.9960085,794.9329653
7/30/2014,7.128578995,177.0914571,45.92147698,137.1592931,120.5532634,102.0828872,0,100,0,104.9960085,794.9329653
7/31/2014,7.128578995,177.0914571,45.92147698,137.1592931,120.5532634,102.0828872,0,100,0,104.9960085,794.9329653
8/1/2014,7.128578995,177.0914571,45.92147698,137.1592931,120.5532634,102.0828872,0,100,0,104.9960085,794.9329653
8/2/2014,7.128578995,177.0914571,45.92147698,137.1592931,120.5532634,102.0828872,0,100,0,104.9960085,794.9329653
8/3/2014,7.128578995,177.0914571,45.92147698,137.1592931,120.5532634,102.0828872,0,100,0,104.9960085,794.9329653
8/4/2014,7.128578995,177.0914571,45.92147698,137.1592931,120.5532634,102.0828872,0,100,0,104.9960085,794.9329653
8/5/2014,7.128578995,177.0914571,45.92147698,137.1592931,120.5532634,102.0828872,0,100,0,104.9960085,794.9329653
8/6/2014,8.533560595,188.3893767,54.29980504,139.4160201,120.5532634,102.0828872,0,100,0,104.9960085,818.2709215
8/7/2014,8.533560595,188.3893767,54.29980504,139.4160201,120.5532634,102.0828872,0,100,0,104.9960085,818.2709215
8/8/2014,8.533560595,188.3893767,54.29980504,139.4160201,120.5532634,102.0828872,0,100,0,104.9960085,818.2709215
8/9/2014,8.533560595,188.3893767,54.29980504,139.4160201,120.5532634,102.0828872,0,100,0,104.9960085,818.2709215
8/10/2014,8.533560595,188.3893767,54.29980504,139.4160201,120.5532634,102.0828872,0,100,0,104.9960085,818.2709215
8/11/2014,8.533560595,188.3893767,54.29980504,139.4160201,120.5532634,102.0828872,0,100,0,104.9960085,818.2709215
8/12/2014,8.533560595,188.3893767,54.29980504,139.4160201,120.5532634,102.0828872,0,100,0,104.9960085,818.2709215
8/13/2014,8.533560595,188.3893767,54.29980504,139.4160201,120.5532634,102.0828872,0,100,0,104.9960085,818.2709215
8/14/2014,8.533560595,188.3893767,54.29980504,139.4160201,120.5532634,102.0828872,0,100,0,104.9960085,818.2709215
8/15/2014,8.533560595,188.3893767,54.29980504,139.4160201,120.5532634,102.0828872,0,100,0,104.9960085,818.2709215
8/16/2014,8.533560595,188.3893767,54.29980504,139.4160201,120.5532634,102.0828872,0,100,0,104.9960085,818.2709215
8/17/2014,8.533560595,188.3893767,54.29980504,139.4160201,120.5532634,102.0828872,0,100,0,104.9960085,818.2709215
8/18/2014,8.533560595,188.3893767,54.29980504,173.6538956,120.5532634,102.0828872,0,100,0,104.9960085,852.508797
8/19/2014,8.533560595,188.3893767,54.29980504,173.6538956,120.5532634,102.0828872,0,100,0,104.9960085,852.508797
8/20/2014,59.49462208,188.3893767,54.29980504,173.6538956,120.5532634,104.9539685,0,100,0,104.9960085,906.3409398
8/21/2014,59.49462208,188.6447187,54.29980504,175.739997,120.5532634,104.9539685,0,100,0,104.9960085,908.6823832
8/22/2014,59.49462208,188.6447187,54.29980504,175.739997,120.5532634,104.9539685,0,100,0,104.9960085,908.6823832
8/23/2014,59.49462208,188.6447187,54.29980504,175.739997,120.5532634,104.9539685,0,100,0,104.9960085,908.6823832
8/24/2014,59.49462208,188.6447187,54.29980504,175.739997,120.5532634,104.9539685,0,100,0,104.9960085,908.6823832
8/25/2014,59.49462208,188.6447187,54.29980504,175.739997,120.5532634,104.9539685,0,100,0,104.9960085,908.6823832
8/26/2014,59.49462208,188.6447187,54.29980504,175.739997,120.5532634,104.9539685,0,100,0,104.9960085,908.6823832
8/27/2014,59.49462208,188.9843316,54.29980504,177.1139886,120.5532634,104.9539685,22.94501195,100,0,104.9960085,933.3409997
8/28/2014,59.49462208,188.9843316,54.29980504,177.1139886,120.5532634,104.9539685,22.94501195,100,0,104.9960085,933.3409997
8/29/2014,59.49462208,188.9843316,54.29980504,177.1139886,120.5532634,104.9539685,22.94501195,100,0,104.9960085,933.3409997
8/30/2014,59.49462208,188.9843316,54.29980504,177.1139886,120.5532634,104.9539685,22.94501195,100,0,104.9960085,933.3409997
8/31/2014,59.49462208,188.9843316,54.29980504,177.1139886,120.5532634,104.9539685,22.94501195,100,0,104.9960085,933.3409997
9/1/2014,59.49462208,188.9843316,54.29980504,177.1139886,120.5532634,104.9539685,22.94501195,100,0,104.9960085,933.3409997
9/2/2014,59.49462208,188.9843316,54.29980504,177.1139886,120.5532634,104.9539685,22.94501195,100,0,104.9960085,933.3409997
9/3/2014,59.49462208,188.9843316,54.29980504,177.1139886,120.5532634,104.9539685,22.94501195,100,0,104.9960085,933.3409997
9/4/2014,59.49462208,188.9843316,54.29980504,177.1139886,120.5532634,104.9539685,22.94501195,100,0,104.9960085,933.3409997
9/5/2014,59.49462208,188.9843316,54.29980504,177.1139886,120.5532634,104.9539685,22.94501195,100,0,104.9960085,933.3409997
9/6/2014,59.49462208,188.9843316,54.29980504,177.1139886,120.5532634,104.9539685,22.94501195,100,0,104.9960085,933.3409997
9/7/2014,59.49462208,188.9843316,54.29980504,177.1139886,120.5532634,104.9539685,22.94501195,100,0,104.9960085,933.3409997
9/8/2014,59.49462208,190.3608575,54.29980504,180.8078867,120.5532634,106.6164714,22.94501195,100,0,104.9960085,940.0739266
9/9/2014,59.49462208,191.4943132,61.09491801,182.8704025,120.5532634,106.6164714,22.94501195,100,0,104.9960085,950.065011
9/10/2014,59.49462208,191.4943132,61.09491801,182.8704025,120.5532634,106.6164714,22.94501195,100,0,104.9960085,950.065011
9/11/2014,59.49462208,191.4943132,61.09491801,182.8704025,120.5532634,106.6164714,22.94501195,100,0,104.9960085,950.065011
9/12/2014,59.49462208,191.4943132,61.09491801,182.8704025,120.5532634,106.6164714,22.94501195,100,0,104.9960085,950.065011
9/13/2014,59.49462208,191.4943132,61.09491801,182.8704025,120.5532634,106.6164714,22.94501195,100,0,104.9960085,950.065011
9/14/2014,59.49462208,191.4943132,61.09491801,182.8704025,120.5532634,106.6164714,22.94501195,100,0,104.9960085,950.065011
9/15/2014,59.49462208,196.1199786,63.76999083,183.4158687,120.5532634,106.6164714,22.94501195,100,0,104.9960085,957.9112154
9/16/2014,59.49462208,196.1199786,63.76999083,183.4158687,120.5532634,106.6164714,22.94501195,100,0,104.9960085,957.9112154
9/17/2014,59.49462208,196.1199786,63.76999083,183.4158687,120.5532634,106.6164714,22.94501195,100,0,104.9960085,957.9112154
9/18/2014,59.49462208,196.1199786,63.76999083,183.4158687,120.5532634,106.6164714,22.94501195,100,0,104.9960085,957.9112154
9/19/2014,59.49462208,196.1199786,63.76999083,183.4158687,120.5532634,106.6164714,22.94501195,100,0,104.9960085,957.9112154
9/20/2014,59.49462208,196.1199786,63.76999083,183.4158687,120.5532634,106.6164714,22.94501195,100,0,104.9960085,957.9112154
9/21/2014,59.49462208,196.1199786,63.76999083,183.4158687,120.5532634,106.6164714,22.94501195,100,0,104.9960085,957.9112154
9/22/2014,59.49462208,196.1199786,63.76999083,183.4158687,120.5532634,106.6164714,22.94501195,100,0,104.9960085,957.9112154
9/23/2014,59.49462208,196.1199786,63.76999083,183.4158687,120.5532634,106.6164714,22.94501195,100,0,104.9960085,957.9112154
